,voice_filename,transcript,accent,gender,tone,mfcc_mean,chroma_mean,contrast_mean,centroid_mean,bandwidth_mean,zero_crossings_mean
10,voice_11.mp3,رسیدن به تولید انبوه و زنده‌‌‌‌ماندن بیش‌‌‌‌از‌‌‌‌اندازه دشوار است,فارسی,male,normal,"[-255.36662       7.0586915    11.557396     17.28766       2.832052
   -1.5939131   -13.6593275    -0.45582628   -4.85341     -12.516301
  -13.7487335    -4.0573225   -10.102662  ]","[0.41734332 0.33377698 0.34927604 0.38612577 0.34439796 0.3281765
 0.51562303 0.6575712  0.65769166 0.5162576  0.47944197 0.4163479 ]","[26.12487733 14.81663357 17.43420305 18.63374553 19.6396369  20.20071812
 53.68142192]",3460.6435747128835,2055.587770622215,0.34651100852272726
11,voice_12.mp3,حرف شما درست است,فارسی,male,normal,"[-251.56717      5.98739     -4.5554256   11.536107    -0.3812496
  -11.740642   -16.53555     -3.91193    -13.533738    -7.4371696
  -13.730074    -2.30519     -8.973617 ]","[0.4846918  0.53602517 0.54287213 0.5408278  0.41165876 0.41219625
 0.5672631  0.7471636  0.76173806 0.63277745 0.48208266 0.45881453]","[26.80487146 12.48808313 16.17517495 16.65390706 16.00150296 17.40873441
 52.00575826]",3482.844590448313,2006.335825533085,0.3635031960227273
12,voice_13.mp3,بدون معطلی بررسی‌هایش را از قرون‌وسطا شروع می‌کند,فارسی,male,normal,"[-248.99225     12.812766    -5.1365914   24.861908     9.149176
   -8.672419   -12.071615     5.354322    -8.706757   -16.113459
   -6.039548    -8.471676   -24.008102 ]","[0.4183386  0.41196755 0.38449582 0.37497035 0.37151042 0.36688077
 0.4164683  0.5206986  0.5444443  0.48286372 0.47747764 0.47660053]","[31.06264264 15.74495218 18.7079927  19.47207784 19.69963972 20.92334228
 51.80648171]",3205.0674520740336,1952.0888031160616,0.32580302945143885
13,voice_14.mp3,از بارهای گران پرهیز کنید,فارسی,male,normal,"[-298.679        -9.228029     -2.3622098    20.598131      6.540725
   -0.68709457   -6.7317247     4.0306273    -4.879602    -14.630664
   -6.593862     -5.0978837   -19.247004  ]","[0.46991146 0.41803855 0.3828331  0.38513416 0.41732195 0.41542754
 0.39892566 0.53784186 0.60404754 0.53922075 0.5565328  0.5587089 ]","[29.81782798 15.19608696 18.27994073 18.05260022 18.7323527  18.37463678
 52.56705804]",3540.5641334205384,2008.6232039058289,0.3869735054347826
14,voice_15.mp3,آن‌ها را از خود دور کنید,فارسی,male,normal,"[-374.48425      8.99282     13.344451    18.846573    -1.9167881
   -2.007456     6.155582     5.42242    -12.517331   -12.2517805
   -8.3472      -7.38823    -16.054031 ]","[0.30815026 0.35206202 0.39032257 0.40083197 0.39473426 0.48002353
 0.39534867 0.40339932 0.47712085 0.5374173  0.5937232  0.39880037]","[28.24379668 15.95633112 18.55878819 19.23481571 18.05690705 18.50196628
 52.21934714]",3367.764734964345,2165.712312996001,0.3493950076219512
15,voice_16.mp3,تشویشِ بسیار کالبد ما را می‌خشکاند,فارسی,male,normal,"[-302.6702       2.932406     1.63569     20.35357      6.4421377
    0.5541131   -2.2523735    3.7541685  -12.430269   -15.334319
   -9.848085    -5.4570355  -20.166058 ]","[0.40229663 0.35795918 0.3585385  0.38253114 0.41687346 0.43774238
 0.3830917  0.37559974 0.4500419  0.57442737 0.5054195  0.42826626]","[29.14605627 16.44475659 19.2302975  19.74547617 19.44708371 19.86574378
 51.12006774]",3279.5094510401163,1940.9105688800785,0.32743660348360654
16,voice_17.mp3,نیروی حیاتی ما را زایل می‌کند,فارسی,male,normal,"[-288.6625       -1.8199306    -5.1249385    22.136402      3.1838448
    3.4159849    -8.463116      0.95631474    2.725986    -18.009392
   -4.221353     -5.727603    -24.865875  ]","[0.40585986 0.36311552 0.3799523  0.39286795 0.3748868  0.41240534
 0.46525943 0.49594474 0.49245024 0.62940717 0.6265757  0.47351295]","[28.97104314 17.75138498 18.90868342 18.65413304 19.76696856 21.0578389
 53.46885253]",3454.9343523891785,1998.9651717024879,0.3541876160272277
17,voice_18.mp3,پنج‌شنبۀ قبل برای من همین اتفاق افتاد,فارسی,male,normal,"[-289.34265      10.020986    -18.834343     18.269066     -1.126526
   -3.9659035    -4.1913257     0.71287847   -2.4302785    -9.921515
   -8.057664    -10.475617    -18.916765  ]","[0.3676953  0.33106843 0.4515831  0.52899605 0.44269875 0.42048442
 0.4648769  0.6041905  0.6149828  0.5415121  0.49680278 0.541458  ]","[28.17796567 15.90224844 18.83117498 17.57340421 18.55231279 20.23631745
 53.33141964]",3210.9243696852536,1908.3029151803137,0.3498286877648305
18,voice_19.mp3,نُه قرن و سیصد صفحۀ بعد,فارسی,male,normal,"[-282.44116     -9.869382     1.1948364   24.216148     6.586642
  -13.663459    -7.4581237   -2.2283936   -2.8907597  -11.836248
   -3.0194092  -12.510933   -15.97908  ]","[0.42430785 0.35376248 0.39296404 0.40783355 0.294816   0.24859668
 0.36624587 0.555661   0.7077877  0.56051266 0.4012083  0.40388182]","[29.80367213 15.38829758 18.94909095 18.42454881 18.87893621 20.74110603
 54.44209983]",3711.945380247851,1995.3271742497332,0.3762707832532051
19,voice_20.mp3,در بخش پایانی که سرشار از یأس است,فارسی,male,normal,"[-264.04288    -23.827732     5.1568494   11.676858    11.218993
  -10.407632   -12.120044     6.1640277   -5.9495044   -6.1183553
   -7.7193713   -9.280101   -11.087728 ]","[0.38762316 0.33544138 0.36887345 0.41282153 0.4144688  0.36543
 0.45515645 0.63102204 0.68933684 0.6202785  0.47841573 0.41915962]","[26.7305974  14.88119221 16.82619674 17.8285554  18.65145519 18.47826442
 54.22898536]",3979.36182690931,1969.7274047251824,0.44874855324074076
20,voice_21.mp3,نتیجۀ این کار قوز بالا قوزی بسیار ملال‌آور می‌شود,فارسی,male,normal,"[-267.72382      5.699578     6.4919696   25.920013     4.9258246
   -7.73482     -5.165971     1.2092118  -13.687214   -15.703255
   -3.787095   -13.688209   -17.27901  ]","[0.46177566 0.4658142  0.50716585 0.47616458 0.38476783 0.3420644
 0.4664144  0.5414476  0.5202459  0.4118299  0.4267332  0.5003021 ]","[30.38218788 16.34672412 19.53574425 18.35216256 19.30006654 19.39972346
 53.72453714]",3296.74065778464,2021.8218011864872,0.3141424005681818
21,voice_22.mp3,احساس خستگی از احساس خستگی,فارسی,male,normal,"[-246.18727    -30.987457    12.225388    14.612872     9.099287
   -5.225095   -16.801783     1.9390088   -9.0439415  -16.099092
   -0.3278747   -8.32263    -19.574875 ]","[0.30310994 0.32812348 0.34685886 0.31419495 0.35494652 0.4043299
 0.587518   0.5005965  0.3647053  0.5169773  0.6409288  0.4241296 ]","[28.63194265 13.58934082 17.79688271 16.77376638 19.57706799 21.82023339
 51.00860755]",4129.504923610074,1873.6707419672143,0.4643393715659341
22,voice_23.mp3,جغرافی هم مثل وقایع‌نگاری‌اش است,فارسی,male,normal,"[-278.294       -18.072586     -1.3960469    26.650665     -3.3566065
   -3.878091     -9.252066     -7.5928516    -9.24521     -20.408838
    0.95488006    4.417018    -14.320738  ]","[0.47700083 0.4521999  0.45161194 0.43557027 0.4011454  0.37947342
 0.32274345 0.33814842 0.4943253  0.64382225 0.58000517 0.4942746 ]","[27.87711567 16.30347607 18.61176709 18.9770117  18.88042014 20.33904744
 52.51413036]",3655.523235284686,1866.815623528604,0.404037610619469
23,voice_24.mp3,تمام جهان را برای جست‌وجوی ردپای خستگی دارد,فارسی,male,normal,"[-277.48087      3.0791128   -2.8855567   22.722563     7.45668
   -9.953138    -3.266354    -2.825854    -7.8379955  -10.219151
   -9.122702    -6.130104   -20.643576 ]","[0.42581856 0.3878775  0.42565945 0.4137501  0.41627175 0.40932164
 0.46556994 0.5544694  0.6166549  0.57860076 0.5001062  0.47978425]","[28.06049525 15.63138158 18.33843352 17.51086813 17.73608053 19.61442866
 54.49162274]",3444.6337144089703,2051.1849544618767,0.3536384442101227
24,voice_25.mp3,مصمم است تا جایی که می‌شود فرانسوی بماند,فارسی,male,normal,"[-270.70056      -7.546633     -7.3148174     8.153264      2.8390634
    4.2234225    -7.8493047    -3.7101824     0.40219447  -11.2281475
  -16.189741      2.6133466   -22.326931  ]","[0.39198858 0.3250215  0.32795644 0.3899036  0.45607305 0.4411746
 0.46480432 0.43647164 0.44934434 0.5450359  0.6337799  0.51174563]","[29.57345527 16.22454887 18.66272986 18.00928702 19.46062002 21.6188861
 54.80334086]",3598.9039415770812,1940.1098051606139,0.38539514462809915
25,voice_26.mp3,غالباً مجدانه اصرار دارد که در محیط اطراف خود باقی بماند,فارسی,male,normal,"[-269.3034      -2.293317   -23.898518     2.8185062   -3.5500174
   -9.418294   -13.990508    -6.713199    -6.577231    -9.652502
  -10.20716    -10.622373   -30.498898 ]","[0.32184753 0.3010377  0.3534599  0.4906371  0.45582393 0.46597576
 0.50750786 0.46125558 0.4740794  0.47123203 0.39401805 0.3513813 ]","[30.68937234 17.89431267 20.5560115  19.94289609 20.37716717 21.44677141
 53.76467318]",3342.9412856383315,1973.995033289866,0.3480606547162577
26,voice_27.mp3,ورزش سخت نوشیدن شراب سنگین و جروبحث,فارسی,male,normal,"[-254.02202    -17.334476   -13.572241    11.576457     8.967891
  -11.27252    -17.966673     7.4936075   -8.254251   -10.249449
  -10.357672   -13.172128   -24.1738   ]","[0.4114304  0.3602096  0.3421759  0.39430827 0.33147138 0.28302005
 0.4186246  0.5668619  0.5628245  0.39902547 0.3576314  0.42929968]","[29.88491768 17.1744674  20.44881632 19.31516784 21.40085003 20.73646869
 53.58362015]",3489.838150489326,1823.236315681841,0.3544150904605263
27,voice_28.mp3,گاهی این روحیهٔ فرانسوی زینت‌افزای کلام می‌شود,فارسی,male,normal,"[-244.62761    -12.021907    -8.951201     9.82653      6.515459
    3.3511324   -9.704492    -7.1237106   -9.873904    -2.6950796
  -19.643713     3.2183394  -16.879642 ]","[0.34437716 0.3872867  0.38871446 0.45066577 0.38395944 0.3929625
 0.5169322  0.5364833  0.5135019  0.45930764 0.3768178  0.3272123 ]","[30.64248346 17.48110898 19.83132087 19.17183988 19.77258272 20.27146928
 53.78350184]",3496.09200331279,1939.2694947414448,0.3533639618844697
28,voice_29.mp3,زینتی ظریف و دل‌چسب,فارسی,male,normal,"[-2.94499298e+02 -3.25293999e+01  1.16914015e+01  2.45668621e+01
 -1.30219795e-02 -1.38079128e+01 -1.78001232e+01  4.44711494e+00
 -1.92088833e+01 -1.45292387e+01  7.23906100e-01 -9.83795404e-01
 -1.04897213e+01]","[0.51835334 0.45904696 0.4662693  0.45546576 0.35841197 0.29580507
 0.26510188 0.3740159  0.5205652  0.51471096 0.4719801  0.4759844 ]","[29.35227153 15.60991125 18.31521747 16.74442885 18.74325107 18.98846435
 52.93501823]",3858.5349053621994,1897.2425919608393,0.42536174075704225
29,voice_30.mp3,مسئول رسیدگی به تصادفی هستند,فارسی,male,normal,"[-278.59628    -15.797524     9.268893    22.14714      1.590701
  -10.271728    -0.9069413   -5.476034   -18.974812    -6.9507947
    3.4762456   -6.8266115  -12.291325 ]","[0.45706168 0.45660183 0.5111676  0.53278846 0.45928326 0.34885162
 0.354488   0.56381583 0.5232587  0.53830427 0.43437183 0.3607951 ]","[27.48056403 13.85935473 17.48988608 17.50230772 18.2670333  19.00336906
 52.55455269]",3812.083337981246,2026.9829761897197,0.408994140625
30,voice_31.mp3,محققان رویکردی محتاطانه دارند,فارسی,male,normal,"[-268.1257        3.0966651    -9.51665      18.390032     -5.167946
   -7.2690063    -4.5975924    -2.349148    -24.361946     -0.33483276
    6.807226     -1.8753983   -15.349363  ]","[0.44002178 0.5664304  0.66549045 0.6030077  0.4759721  0.40626422
 0.3721878  0.38443488 0.36308983 0.34084508 0.3716328  0.39937884]","[28.95635368 15.69313508 19.26991485 19.99706766 18.87248595 18.82844073
 54.21549591]",3328.1176435642615,2007.004046165202,0.34654482886904764
31,voice_32.mp3,چیزی که ما در این موقعیت نیاز داریم,فارسی,male,normal,"[-284.14905    -18.024498    13.737633    31.361746     2.1454356
  -13.050873    -6.641375    -2.1446106  -26.92837     -8.33043
    5.658089    -2.2342336  -15.087868 ]","[0.49581146 0.5700147  0.58295417 0.4744106  0.42700204 0.4071175
 0.3432443  0.35926205 0.35805333 0.43374592 0.43982166 0.40701824]","[30.00338511 15.99511874 18.2503596  18.17966532 20.02644298 17.3217553
 52.80250175]",3609.510096363959,2025.2380537221864,0.377412109375
32,voice_33.mp3,واقعاً مایۀ تعجب است,فارسی,male,normal,"[-292.21866      -7.3560524    -1.1627387    12.295761     -2.3663394
  -11.466443    -12.812031      0.82731354  -21.480421      0.8177676
    2.4404562    -5.656826    -10.660095  ]","[0.4714131  0.44069198 0.4807158  0.532068   0.5231698  0.42310655
 0.42412737 0.47752157 0.4717392  0.44274488 0.42434326 0.4399006 ]","[27.15791422 15.64407962 18.31708189 18.3108068  18.16284244 18.54382996
 53.48177839]",3504.8960191120973,1956.4281631528074,0.37391075721153844
33,voice_34.mp3,مصرانه همه‌چیز را اندازه‌گیری و دسته‌بندی می‌کند,فارسی,male,normal,"[-2.7439459e+02  4.7046409e+00  1.6223830e-01  2.4320238e+01
  1.1216506e+01 -6.2564363e+00 -1.4802271e+01 -1.7927564e+00
 -2.5233826e+01 -5.2030015e+00  9.7765875e+00 -6.8670621e+00
 -1.4330192e+01]","[0.4502718  0.50775427 0.52203363 0.48035437 0.435003   0.34312546
 0.33048856 0.36776027 0.3218592  0.32138005 0.38889796 0.42936638]","[29.43818399 17.20353429 20.4935877  19.4575081  20.04408187 20.02187176
 52.24510065]",3226.1212147784154,1955.0847740597806,0.3162399513134058
34,voice_35.mp3,با استفاده از ابزارهای تشخیصی آن دوران,فارسی,male,normal,"[-274.94125       1.0971072     0.6852167    14.822068     -2.843895
   -8.438371     -9.316504     -6.5545807   -24.017574      2.469024
   -0.49887508   -0.72841305  -10.023093  ]","[0.39857236 0.457159   0.51250565 0.5206126  0.47808036 0.47095132
 0.42139485 0.414778   0.4531417  0.47436506 0.49607876 0.4076729 ]","[29.04460916 15.77633324 18.03468282 18.90358179 18.8777596  18.46308216
 52.7839128 ]",3420.1801024481997,1954.5016991952803,0.35802786690848215
35,voice_36.mp3,توان ریه را با اسپیرومتر اندازه‌گیری می‌کردند,فارسی,male,normal,"[-293.44553     -7.5406733   -2.4052353   31.748823     2.774554
  -12.352895   -11.787931    -3.1442947  -17.167097    -9.267955
    5.145657    -1.0401288  -17.576605 ]","[0.48469412 0.5076476  0.53280026 0.4970591  0.45590582 0.3863737
 0.32827914 0.36594042 0.37713835 0.39723098 0.46353295 0.4451067 ]","[29.42691458 17.30851392 20.27683312 19.52501626 20.32337376 21.57181145
 54.19661909]",3385.8369884149283,1956.2154783054216,0.3507353369869403
36,voice_37.mp3,ریشه‌های عمیقی در سنت روشنگری دارد,فارسی,male,normal,"[-276.0388      -3.5856292   -7.894259    43.39297      3.0179527
  -18.824322   -15.976903    -2.7464685  -11.397519    -5.4136066
    2.9124155    0.6765764  -16.061766 ]","[0.50565684 0.56054646 0.6362186  0.5121948  0.44492778 0.43453977
 0.45661741 0.4906142  0.46028036 0.49566463 0.49375477 0.46658814]","[27.53873634 16.29918475 18.78345197 18.98799129 18.97195419 19.73027043
 54.20846366]",3266.799451697579,1903.8841289333948,0.34836232576438847
37,voice_38.mp3,سوار بر اسب پیموده بود,فارسی,male,normal,"[-316.022        2.62424     12.436591    27.106688    -7.9293995
  -15.66976     -5.120985    -4.5582533  -11.786215    -3.2688422
    3.8920984   -7.232757   -14.566741 ]","[0.41425762 0.47864112 0.45752844 0.5189241  0.48284197 0.44665328
 0.3906775  0.41084433 0.46609026 0.4733418  0.41601282 0.3718191 ]","[27.76559592 14.40929349 17.70158535 19.97633198 17.3447973  20.12375534
 52.03984925]",3461.272592517359,1978.845175856107,0.37423918968023256
38,voice_39.mp3,اصل محرک کتاب درواقع این است,فارسی,male,normal,"[-284.75745     -18.21986       3.2409747    26.56502       2.041607
  -23.015612     -5.006507     -5.4097886   -20.120491     -0.68212825
    4.5026317    -8.329129    -10.022672  ]","[0.38668776 0.51257557 0.56146884 0.51799095 0.41572982 0.3539199
 0.4116414  0.40098333 0.42788562 0.5122066  0.39493045 0.30934837]","[28.44499309 14.89644009 18.26438986 19.01023405 19.38703865 20.68170261
 54.28333509]",3675.1308188068165,1943.6797366135834,0.4106186048119469
39,voice_40.mp3,بشریت یعنی مسابقه,فارسی,male,normal,"[-297.77463    -12.268729     4.510829    29.703056    -5.495906
  -20.695751    -2.5878708   -7.0633564  -18.411694    -4.5543294
    4.460684    -7.464142    -9.225327 ]","[0.391449   0.46002552 0.63242555 0.6117622  0.50128096 0.44586438
 0.45163253 0.44117677 0.4908498  0.5236841  0.42789152 0.37443945]","[28.5085658  14.08144043 16.70599407 18.33161006 18.69132038 19.08234915
 53.61690006]",3671.233241103526,2030.3644644915416,0.4058172052556818
40,voice_41.mp3,هر نسلی از نوآورانِ آن تلاش می‌کنند,فارسی,male,normal,"[-251.71143      -9.209785    -19.591358      7.056864    -13.833657
  -25.929327    -14.788363     -0.55103314  -25.76867      -0.5174867
   -5.8700814   -12.196918    -19.2357    ]","[0.2905647  0.3773165  0.54732066 0.62298954 0.47024348 0.38977358
 0.31531078 0.3578877  0.39680365 0.3579174  0.30371043 0.2616725 ]","[28.62794161 20.07698611 19.54473854 19.20766976 20.62930918 19.95275397
 54.10966023]",3254.566811904222,1919.239441146232,0.31314799941588783
41,voice_42.mp3,پیاده‌روی انسان را در مسیر پیشرفت,فارسی,male,normal,"[-254.18843     -33.90281       3.7498233    27.46988       0.74380314
  -16.485506    -13.524408     -2.7578635   -26.423882      6.558276
   -0.29758978   -7.6248717   -11.02411   ]","[0.3517999  0.45893922 0.5129048  0.64447415 0.5902891  0.5406619
 0.50137323 0.37016726 0.34711516 0.42383978 0.44767287 0.34315708]","[27.85452197 16.397897   19.62798971 19.7082311  20.05637433 20.04531271
 53.78410514]",3802.8253451971873,1900.0513391329916,0.39599609375
42,voice_43.mp3,راستش تمام این‌ها طاقت‌فرساست,فارسی,male,normal,"[-284.80518     -7.2105956   -1.9216125    3.0698733  -16.185432
  -20.844385    -6.428288    -8.268474   -31.985067     3.3952665
    3.8043072   -2.5563893  -12.102638 ]","[0.4184303  0.5637609  0.6020964  0.5576734  0.53153795 0.42974558
 0.3673093  0.3768063  0.40509695 0.41447625 0.27277052 0.24253096]","[29.3046135  16.33532816 19.15270033 18.88711129 19.55015508 21.08066365
 53.18251078]",3567.622198532572,1904.9431308740536,0.38553292410714285
43,voice_44.mp3,در ابتدا مشکلْ دفع مایعات از بدن بود,فارسی,male,normal,"[-271.02066     -2.6068316  -13.611523    22.154959    -6.0330276
  -20.718962   -14.257651    -6.140492   -19.2247       6.668611
   -3.2530546   -6.8627586  -10.625557 ]","[0.35592034 0.43220547 0.5073633  0.60114956 0.61019564 0.5894284
 0.48772    0.4357047  0.425748   0.36508584 0.39184326 0.36605185]","[30.34154081 17.20408656 19.49223613 20.13520775 18.25989496 19.67536283
 53.63485929]",3319.7565895350017,1994.0294832703657,0.3472217624470339
44,voice_45.mp3,خشکی بدن و کوفتگی نشانه‌های زحمت بیش‌ازحد بودند,فارسی,male,normal,"[-257.88776     -15.991299     -0.8850276    26.193882     -3.4281404
  -13.395641    -10.619491     -5.258619    -22.606075     -6.630017
   -3.4537466     0.87957597  -10.903246  ]","[0.4079701  0.50014275 0.5509     0.5855889  0.5115003  0.46842322
 0.3771684  0.35981056 0.43040597 0.45674932 0.39708033 0.34154594]","[28.98827022 15.76193586 19.54359535 18.82817921 20.17819709 20.35117063
 54.41622615]",3513.768627870985,1950.9251888277342,0.3640679253472222
45,voice_46.mp3,چطور باید جلوی تعریق را می‌گرفتی,فارسی,male,normal,"[-263.15753     -17.003504      8.809607     41.41031      -0.45358506
  -14.833454     -8.733901    -12.2819195   -26.663416     -1.2087319
   -0.35983518   -3.608363    -13.358123  ]","[0.28727567 0.42581975 0.47613055 0.45577246 0.412548   0.42849675
 0.39782485 0.38397494 0.44657853 0.5392216  0.50748855 0.32127085]","[29.08505095 16.49210823 20.9217067  20.08836659 20.39635687 19.28649518
 53.50650236]",3504.9062436735244,2002.7449812371774,0.35669389204545454
46,voice_47.mp3,وقتی حرف از شوالیه‌هایی می‌شود که لباسشان جرینگ جرینگ صدا می‌دهد,فارسی,male,normal,"[-2.5371799e+02  5.1857228e+00 -1.1689539e+00  3.6044762e+01
 -1.1364945e+01 -2.0619591e+01 -4.5688057e+00 -6.0959182e+00
 -2.7641512e+01  3.5196409e-02 -6.5501685e+00 -3.4513149e+00
 -1.0041942e+01]","[0.37302434 0.5226291  0.58382905 0.5955657  0.5023131  0.48219872
 0.4748485  0.42174843 0.37603378 0.30303532 0.33426002 0.3315609 ]","[26.68223566 14.95597705 19.71632268 19.49372021 21.32534733 21.39542065
 53.1784139 ]",3146.7019469755937,1862.8331445465326,0.31689453125
47,voice_48.mp3,زیر فشار زره‌ها خم شده‌اند,فارسی,male,normal,"[-244.12105     12.349267    -2.1028752   15.551511   -10.686093
  -16.088354    -6.683486    -7.3454437  -18.500027     4.6694803
  -12.449603    -4.349446   -10.801258 ]","[0.38100633 0.48467255 0.50831014 0.57318026 0.5663893  0.5157099
 0.52303857 0.468325   0.4065439  0.4887495  0.442308   0.31375843]","[27.06979958 13.47612915 18.07163639 17.38351844 19.39368771 20.09162551
 53.69399352]",3407.8149078328815,1980.4896352660878,0.35608526672979796
